DDD,3D Systems Corporation Common Stock,3239754085,United States,,2327364,Technology,Computer Software: Prepackaged Software
DDEC,FT Cboe Vest U.S. Equity Deep Buffer ETF - December,,United States,2020,3878,,
DDF,Delaware Investments Dividend & Income Fund Inc. Common Stock,78318826,United States,1993,7731,,
DDOG,Datadog Inc. Class A Common Stock,23713268632,United States,2019,2731432,Technology,Computer Software: Prepackaged Software
DDS,Dillard's Inc. Common Stock,2254472000,United States,,287139,Consumer Services,Department/Specialty Retail Stores
DDT,Dillard's Capital Trust I,0,United States,,8915,Consumer Services,Department/Specialty Retail Stores
DE,Deere & Company Common Stock,1.17E+11,United States,,1276839,Capital Goods,Industrial Machinery/Components
DEA,Easterly Government Properties Inc. Common Stock,1716491000,United States,2015,1845005,Consumer Services,Real Estate Investment Trusts
DECK,Deckers Outdoor Corporation Common Stock,9174379546,United States,1993,207968,Consumer Non-Durables,Shoe Manufacturing
DEI,Douglas Emmett Inc. Common Stock,5676265188,United States,2006,769889,Consumer Services,Real Estate Investment Trusts
DENN,Denny's Corporation Common Stock,1166794731,United States,,455466,Consumer Services,Restaurants
DEX,Delaware Enhanced Global Dividend Common Shares of Beneficial Interest,116843260,United States,2007,14604,,
DFEB,FT Cboe Vest U.S. Equity Deep Buffer ETF - February,,United States,2020,29389,,
DFFN,Diffusion Pharmaceuticals Inc. Common Stock,88697223,United States,,1889573,Health Care,Major Pharmaceuticals
DFH,Dream Finders Homes Inc. Class A Common Stock,2173329612,United States,2021,122117,Capital Goods,Homebuilding
DFHT,Deerfield Healthcare Technology Acquisitions Corp. Class A Common Stock,225148438,United States,2020,41920,Health Care,Hospital/Nursing Management
DFHTU,Deerfield Healthcare Technology Acquisitions Corp. Unit,0,United States,2020,8230,Health Care,Hospital/Nursing Management
DFHTW,Deerfield Healthcare Technology Acquisitions Corp. Warrant,0,United States,2020,316,Health Care,Hospital/Nursing Management
DFNS,LGL Systems Acquisition Corp. Common Stock,214331250,United States,2020,268624,Finance,Business Services
DFPH,DFP Healthcare Acquisitions Corp. Class A Common Stock,286781250,United States,2020,64130,Finance,Business Services
DFPHU,DFP Healthcare Acquisitions Corp. Unit,0,United States,2020,400,Finance,Business Services
DFPHW,DFP Healthcare Acquisitions Corp. Warrant,0,United States,2020,15,Finance,Business Services
DFS,Discover Financial Services Common Stock,29182421842,United States,,2781040,Finance,Finance: Consumer Services
DG,Dollar General Corporation Common Stock,48271562841,United States,2009,1966678,Consumer Services,Department/Specialty Retail Stores
DGICA,Donegal Group Inc. Class A Common Stock,455953247,United States,,66708,Finance,Property-Casualty Insurers
DGICB,Donegal Group Inc. Class B Common Stock,411447850,United States,1986,6,Finance,Property-Casualty Insurers
DGII,Digi International Inc. Common Stock,627987976,United States,1989,169530,Technology,Computer Communications Equipment
DGLY,Digital Ally Inc. Common Stock,70015160,United States,,12770185,Technology,Radio And Television Broadcasting And Communications Equipment
DGNR,Dragoneer Growth Opportunities Corp. Class A Ordinary Shares,871125000,United States,2020,307877,Technology,Computer Software: Prepackaged Software
DGNS,Dragoneer Growth Opportunities Corp. II Class A Ordinary Shares,323998168,United States,2020,42864,Finance,Business Services
DGNU,Dragoneer Growth Opportunities Corp. III Class A Ordinary Shares,504000000,United States,2021,160578,Finance,Business Services
DGX,Quest Diagnostics Incorporated Common Stock,17147602241,United States,,782688,Health Care,Medical Specialities
DHBCU,DHB Capital Corp. Unit,0,United States,2021,120543,Finance,Business Services
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,1148454064,United States,,782369,Consumer Services,Real Estate Investment Trusts
DHCAU,DHC Acquisition Corp. Unit,0,United States,2021,5930,Finance,Business Services
DHCNI,Diversified Healthcare Trust 5.625% Senior Notes due 2042,0,United States,,43449,Consumer Services,Real Estate Investment Trusts
DHCNL,Diversified Healthcare Trust 6.25% Senior Notes Due 2046,0,United States,,16384,Consumer Services,Real Estate Investment Trusts
DHF,BNY Mellon High Yield Strategies Fund Common Stock,222485525,United States,1998,796147,,
DHHC,DiamondHead Holdings Corp. Class A Common Stock,0,United States,2021,64613,Finance,Business Services
DHHCU,DiamondHead Holdings Corp. Unit,0,United States,2021,22271,Finance,Business Services
DHHCW,DiamondHead Holdings Corp. Warrant,0,United States,2021,85234,Finance,Business Services
DHI,D.R. Horton Inc. Common Stock,32456740779,United States,,2003460,Capital Goods,Homebuilding
DHIL,Diamond Hill Investment Group Inc. Class A Common Stock,496470585,United States,,14537,Finance,Investment Managers
DHR,Danaher Corporation Common Stock,1.59E+11,United States,,2458573,Capital Goods,Industrial Machinery/Components
DHR^A,Danaher Corporation 4.75% Mandatory Convertible Preferred Stock Series A,,United States,,68838,,
DHR^B,Danaher Corporation 5.00% Mandatory Convertible Preferred Stock Series B,,United States,,7093,,
DHX,DHI Group Inc. Common Stock,172713229,United States,2007,173236,Miscellaneous,Business Services
DHY,Credit Suisse High Yield Bond Fund Common Stock,247382691,United States,1998,1099913,,
DIN,Dine Brands Global Inc. Common Stock,1507048712,United States,,291509,Consumer Services,Restaurants
DIOD,Diodes Incorporated Common Stock,3471370395,United States,,224745,Technology,Semiconductors
DIS,Walt Disney Company (The) Common Stock,3.37E+11,United States,,5925730,Consumer Services,Services-Misc. Amusement & Recreation
DISAU,Disruptive Acquisition Corporation I Unit,0,United States,2021,41960,Finance,Business Services
DISCA,Discovery Inc. Series A Common Stock,21169797431,United States,,45787944,Consumer Services,Television Services
DISCB,Discovery Inc. Series B Common Stock,34118266992,United States,,72965,Consumer Services,Television Services
DISCK,Discovery Inc. Series C Common Stock,18036238557,United States,,28758541,Consumer Services,Television Services
DISH,DISH Network Corporation Class A Common Stock,18874541296,United States,1995,2305139,Consumer Services,Television Services
DIT,AMCON Distributing Company Common Stock,63627983,United States,,350,Consumer Non-Durables,Food Distributors
DJAN,FT Cboe Vest U.S. Equity Deep Buffer ETF - January,,United States,2021,44030,,
DJCO,Daily Journal Corp. (S.C.) Common Stock,459098045,United States,,2732,Consumer Services,Newspapers/Magazines
DJUL,FT Cboe Vest U.S. Equity Deep Buffer ETF - July,,United States,2020,1250,,
DK,Delek US Holdings Inc. Common Stock,1601614271,United States,2017,606341,Energy,Integrated oil Companies
DKL,Delek Logistics Partners L.P. Common Units representing Limited Partner Interests,1542238428,United States,2012,19684,Energy,Natural Gas Distribution
DKNG,DraftKings Inc. Class A Common Stock,24260004329,United States,2019,15063402,Consumer Services,Services-Misc. Amusement & Recreation
DKS,Dick's Sporting Goods Inc Common Stock,6918409177,United States,2002,2201333,Consumer Services,Other Specialty Stores
DLA,Delta Apparel Inc. Common Stock,193825801,United States,,11103,Consumer Non-Durables,Apparel
DLB,Dolby Laboratories Common Stock,10008876856,United States,2005,401882,Miscellaneous,Multi-Sector Companies
DLCA,Deep Lake Capital Acquisition Corp. Class A Ordinary Shares,252281250,United States,2021,187251,Finance,Business Services
DLCAU,Deep Lake Capital Acquisition Corp. Unit,0,United States,2021,286858,Finance,Business Services
DLCAW,Deep Lake Capital Acquisition Corp. Warrant,0,United States,2021,79260,Finance,Business Services
DLHC,DLH Holdings Corp.,128951354,United States,,14190,Technology,Professional Services
DLPN,Dolphin Entertainment Inc. Common Stock,82168284,United States,,3060702,Consumer Services,Other Consumer Services
DLR,Digital Realty Trust Inc. Common Stock,39705538797,United States,2004,1322761,Consumer Services,Real Estate Investment Trusts
DLR^C,Digital Realty Trust Inc. 6.625% Series C Cumulative Redeemable Perpetual Preferred Stock,,United States,,14026,,
DLR^J,Digital Realty Trust Inc. 5.250% Series J Cumulative Redeemable Preferred Stock,,United States,,6798,,
DLR^K,Digital Realty Trust Inc. 5.850% Series K Cumulative Redeemable Preferred Stock par value $0.01 per share,,United States,,13856,,
DLR^L,Digital Realty Trust Inc. 5.200% Series L Cumulative Redeemable Preferred Stock,,United States,,25500,,
DLTH,Duluth Holdings Inc. Class B Common Stock,546261181,United States,2015,362297,Consumer Services,Clothing/Shoe/Accessory Stores
DLTR,Dollar Tree Inc. Common Stock,27130514113,United States,1995,1505711,Consumer Services,Department/Specialty Retail Stores
DLX,Deluxe Corporation Common Stock,1768632553,United States,,364422,Consumer Durables,Publishing
DMAC,DiaMedica Therapeutics Inc. Common Stock,172024699,United States,2018,45922,Health Care,Major Pharmaceuticals
DMAR,FT Cboe Vest U.S. Equity Deep Buffer ETF - March,,United States,2021,21635,,
DMAY,FT Cboe Vest U.S. Equity Deep Buffer ETF - May,,United States,2020,15499,,
DMF,BNY Mellon Municipal Income Inc. Common Stock,180739451,United States,1988,28486,,
DMLP,Dorchester Minerals L.P. Common Units Representing Limited Partnership Interests,474072511,United States,,36715,Energy,Oil & Gas Production
DMO,Western Asset Mortgage Opportunity Fund Inc. Common Stock,160334238,United States,2010,58679,,
DMRC,Digimarc Corporation Common Stock,484728910,United States,,195762,Technology,EDP Services
DMS,Digital Media Solutions Inc. Class A Ordinary Shares,710631127,United States,2018,94581,Miscellaneous,Business Services
DMTK,DermTech Inc. Common Stock,1351803953,United States,2017,786555,Health Care,Medical Specialities
DMYD,dMY Technology Group Inc. II Class A Common Stock,495075000,United States,2020,655068,Finance,Business Services
DMYI,dMY Technology Group Inc. III Class A Common Stock,393750000,United States,2021,446183,Finance,Business Services
DNB,Dun & Bradstreet Holdings Inc. Common Stock,10267891129,United States,2020,1558903,Finance,Finance: Consumer Services
DNLI,Denali Therapeutics Inc. Common Stock,6558547248,United States,2017,434880,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DNN,Denison Mines Corp Ordinary Shares (Canada),874047295,Canada,,15144436,Basic Industries,Precious Metals
DNOV,FT Cboe Vest U.S. Equity Deep Buffer ETF - November,,United States,2019,97,,
DNP,DNP Select Income Fund Inc. Common Stock,3040444057,United States,1987,718722,,
DOC,Physicians Realty Trust Common Shares of Beneficial Interest,3780059554,United States,2013,2002499,Consumer Services,Real Estate Investment Trusts
DOCT,FT Cboe Vest U.S. Equity Deep Buffer ETF - October,,United States,2020,105,,
DOCU,DocuSign Inc. Common Stock,37666137431,United States,2018,2200475,Technology,Computer Software: Prepackaged Software
DOMO,Domo Inc. Class B Common Stock,1592103034,United States,2018,794869,Technology,Computer Software: Prepackaged Software
DOOO,BRP Inc. (Recreational Products) Common Subordinate Voting Shares,7199199042,Canada,,121546,Capital Goods,Industrial Specialties
DOOR,Masonite International Corporation Ordinary Shares (Canada),2812963877,Canada,,110167,Basic Industries,Forest Products
DORM,Dorman Products Inc. Common Stock,3339671441,United States,,113975,Capital Goods,Auto Parts:O.E.M.
DOV,Dover Corporation Common Stock,19906883642,United States,,668250,Technology,Industrial Machinery/Components
DPG,Duff & Phelps Utility and Infrastructure Fund Inc.,493087478,United States,2011,152085,,
DPW,Ault Global Holdings Inc. Common Stock,151398468,United States,,2949961,Capital Goods,Industrial Machinery/Components
DPZ,Domino's Pizza Inc Common Stock,14283604505,United States,2004,548613,Consumer Non-Durables,Food Distributors
DRE,Duke Realty Corporation Common Stock,15877593783,United States,,1833423,Consumer Services,Real Estate Investment Trusts
DRH,Diamondrock Hospitality Company Common Stock,2218376308,United States,2005,873433,Consumer Services,Real Estate Investment Trusts
DRH^A,Diamondrock Hospitality Company 8.250% Series A Cumulative Redeemable Preferred Stock,,United States,,6286,,
DRI,Darden Restaurants Inc. Common Stock,18906707187,United States,,1764994,Consumer Services,Restaurants
DRNA,Dicerna Pharmaceuticals Inc. Common Stock,1840859939,United States,2014,2263167,Health Care,Major Pharmaceuticals
DRQ,Dril-Quip Inc. Common Stock,1166315372,United States,1997,188567,Energy,Metal Fabrications
DRRX,DURECT Corporation Common Stock,429411521,United States,2000,774339,Health Care,Major Pharmaceuticals
DRTT,DIRTT Environmental Solutions Ltd. Common Shares,253197278,Canada,,44834,Technology,Computer Software: Prepackaged Software
DRUA,Dominion Energy Inc. 2016 Series A 5.25% Enhanced Junior Subordinated Notes due 2076,0,United States,2016,26958,Public Utilities,Electric Utilities: Central
DRVN,Driven Brands Holdings Inc. Common Stock,4272309657,United States,2021,1359338,Consumer Services,Automotive Aftermarket
DS,Drive Shack Inc.,290306191,United States,,1402718,Consumer Services,Restaurants
DS^B,Drive Shack Inc. Preferred Series B,,United States,,12659,,
DS^C,Drive Shack Inc. Preferred Series C,,United States,,932,,
DS^D,Drive Shack Inc. Pfd Ser D,,United States,,804,,
DSE,Duff & Phelps Select MLP and Midstream Energy Fund Inc.,19045557,United States,2014,10073,,
DSEP,FT Cboe Vest U.S. Equity Deep Buffer ETF - September,,United States,2020,447,,
DSEY,Diversey Holdings Ltd. Ordinary Shares,4447881744,United States,2021,763118,Consumer Durables,Specialty Chemicals
DSGN,Design Therapeutics Inc. Common Stock,1588687345,United States,2021,557000,Health Care,Major Pharmaceuticals
DSGX,Descartes Systems Group Inc. (The) Common Stock,5009848356,Canada,,58751,Technology,Computer Software: Prepackaged Software
DSKE,Daseke Inc. Common Stock,542990731,United States,2015,770137,Consumer Services,Transportation Services
DSKEW,Daseke Inc. Warrant,0,United States,2015,424930,Consumer Services,Transportation Services
DSM,BNY Mellon Strategic Municipal Bond Fund Inc. Common Stock,387958861,United States,1989,86357,,
DSP,Viant Technology Inc. Class A Common Stock,2970352174,United States,2021,205596,Technology,Computer Software: Programming Data Processing
DSPG,DSP Group Inc. Common Stock,341828987,United States,1994,261896,Technology,Semiconductors
DSS,Document Security Systems Inc. Common Stock,98505645,United States,,2246234,Consumer Durables,Containers/Packaging
DSU,Blackrock Debt Strategies Fund Inc. Common Stock,512043959,United States,1998,121693,,
DT,Dynatrace Inc. Common Stock,13202782476,United States,2019,1912875,Technology,Computer Software: Prepackaged Software
DTB,DTE Energy Company 2020 Series G 4.375% Junior Subordinated Debentures due 2080,0,United States,2020,74190,Public Utilities,Electric Utilities: Central
DTE,DTE Energy Company Common Stock,25868394485,United States,,471290,Public Utilities,Electric Utilities: Central
DTEA,DAVIDsTEA Inc. Common Stock,100202065,Canada,2015,202552,Consumer Non-Durables,Food Chains
DTF,DTF Tax-Free Income Inc. Common Stock,100803273,United States,1991,61392,,
DTIL,Precision BioSciences Inc. Common Stock,553905747,United States,2019,434275,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DTJ,DTE Energy Company 2016 Series B 5.375% Junior Subordinated Debentures due 2076,0,United States,2016,7443,Public Utilities,Electric Utilities: Central
DTOCU,Digital Transformation Opportunities Corp. Units,0,United States,2021,267460,Finance,Business Services
DTP,DTE Energy Company 6.25% Corporate Units,0,United States,,27989,Public Utilities,Electric Utilities: Central
DTW,DTE Energy Company 2017 Series E 5.25% Junior Subordinated Debentures due 2077,0,United States,2017,15677,Public Utilities,Electric Utilities: Central
DTY,DTE Energy Company 2016 Series F 6.00% Junior Subordinated Debentures due 2076,0,United States,2016,8906,Public Utilities,Electric Utilities: Central
DUDE,Merlyn.AI SectorSurfer Momentum ETF,,United States,2020,12230,,
DUK,Duke Energy Corporation (Holding Company) Common Stock,74029397692,United States,,3274582,Public Utilities,Power Generation
DUK^A,Duke Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 5.75% Series A Cumulative Redeemable Perpetual Preferred Stock,,United States,,79782,Public Utilities,Power Generation
DUKB,Duke Energy Corporation 5.625% Junior Subordinated Debentures due 2078,0,United States,2018,39264,Public Utilities,Power Generation
DUKH,Duke Energy Corporation 5.125% Junior Subordinated Debentures due 2073,0,United States,,32804,Public Utilities,Power Generation
DUNE,Dune Acquisition Corporation Class A Common Stock,,United States,2021,150692,Finance,Business Services
DUNEU,Dune Acquisition Corporation Unit,0,United States,2020,84727,Finance,Business Services
DUNEW,Dune Acquisition Corporation Warrant,0,United States,2021,55927,Finance,Business Services
DUOT,Duos Technologies Group Inc. Common Stock,33007700,United States,,39085,Technology,Computer Software: Prepackaged Software
DVA,DaVita Inc. Common Stock,11919087600,United States,,475788,Health Care,Misc Health and Biotechnology Services
DVAX,Dynavax Technologies Corporation Common Stock,1055546861,United States,2004,1576622,Health Care,Major Pharmaceuticals
DVD,Dover Motorsports Inc. Common Stock,74381646,United States,1996,19113,Consumer Services,Services-Misc. Amusement & Recreation
DVN,Devon Energy Corporation Common Stock,14808200000,United States,,8034667,Energy,Oil & Gas Production
DWSN,Dawson Geophysical Company Common Stock,58577790,United States,,20954,Energy,Oil & Gas Production
DX,Dynex Capital Inc. Common Stock,575826174,United States,,475366,Consumer Services,Real Estate Investment Trusts
DX^C,Dynex Capital Inc. 6.900% Series C Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,14481,,
DXCM,DexCom Inc. Common Stock,33392780434,United States,2005,656591,Health Care,Medical/Dental Instruments
DXPE,DXP Enterprises Inc. Common Stock,597898747,United States,,52249,Capital Goods,Industrial Machinery/Components
DXR,Daxor Corporation Common Stock,50020075,United States,,12345,Health Care,Medical/Dental Instruments
DXYN,Dixie Group Inc. (The) Common Stock,49183880,United States,,113171,Consumer Durables,Home Furnishings
DY,Dycom Industries Inc. Common Stock,2734000584,United States,,345976,Basic Industries,Water Supply
DYAI,Dyadic International Inc. Common Stock,144830967,United States,,180564,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
DYN,Dyne Therapeutics Inc. Common Stock,783536333,United States,2020,255398,Health Care,Major Pharmaceuticals
DYNT,Dynatronics Corporation Common Stock,17070939,United States,,264028,Health Care,Medical/Dental Instruments
DZSI,DZS Inc. Common Stock,412802661,United States,,73175,Public Utilities,Telecommunications Equipment
EA,Electronic Arts Inc. Common Stock,38665566810,United States,,1951953,Technology,Computer Software: Prepackaged Software
EAC,Edify Acquisition Corp. Class A Common Stock,333615000,United States,2021,1711,Finance,Business Services
EACPU,Edify Acquisition Corp. Units,0,United States,2021,2209,Finance,Business Services
EACPW,Edify Acquisition Corp. Warrant,0,United States,2021,7000,Finance,Business Services
EAD,Wells Fargo Income Opportunities Fund Common Shares,506500749,United States,2003,148515,,
EAF,GrafTech International Ltd. Common Stock,3182770970,United States,2018,1804845,Energy,Industrial Machinery/Components
EAI,Entergy Arkansas LLC First Mortgage Bonds 4.875% Series Due September 1 2066,0,United States,2016,19069,Public Utilities,Electric Utilities: Central
EAR,Eargo Inc. Common Stock,1712571272,United States,2020,358941,Health Care,Industrial Specialties
EARN,Ellington Residential Mortgage REIT Common Shares of Beneficial Interest,153430227,United States,2013,83980,Consumer Services,Real Estate Investment Trusts
EAST,Eastside Distilling Inc. Common Stock,19974684,United States,,86318,Consumer Non-Durables,Beverages (Production/Distribution)
EAT,Brinker International Inc. Common Stock,3277672994,United States,,520102,Consumer Services,Restaurants
EB,Eventbrite Inc. Class A Common Stock,2040530892,United States,2018,1174697,Technology,Computer Software: Programming Data Processing
EBAY,eBay Inc. Common Stock,41044488665,United States,1998,5400061,Miscellaneous,Business Services
EBC,Eastern Bankshares Inc. Common Stock,3602564791,United States,2020,472272,Finance,Savings Institutions
EBF,Ennis Inc. Common Stock,554238484,United States,,123879,Consumer Services,Office Equipment/Supplies/Services
EBIX,Ebix Inc. Common Stock,974082106,United States,,381786,Technology,EDP Services
EBMT,Eagle Bancorp Montana Inc. Common Stock,166743751,United States,,25132,Finance,Major Banks
EBS,Emergent Biosolutions Inc. Common Stock,4812990000,United States,2006,520070,Health Care,Major Pharmaceuticals
EBSB,Meridian Bancorp Inc. Common Stock,979686159,United States,,69237,Finance,Major Banks
EBTC,Enterprise Bancorp Inc Common Stock,387556414,United States,,6304,Finance,Major Banks
ECC           ,Eagle Point Credit Company Inc. Common Stock,384376093,United States,2014,55823,,
ECCB,Eagle Point Credit Company Inc. 7.75% Series B Term Preferred Stock due 2026,0,United States,2016,22907,,
ECCW,Eagle Point Credit Company Inc. 6.75% Notes due 2031,0,United States,2021,126725,,
ECCX,Eagle Point Credit Company Inc. 6.6875% Notes due 2028,0,United States,2018,10409,,
ECCY,Eagle Point Credit Company Inc. 6.75% Notes due 2027,0,United States,2017,3379,,
ECF,Ellsworth Growth and Income Fund Ltd.,176287511,United States,1986,47375,,
ECF^A,Ellsworth Growth and Income Fund Ltd. 5.25% Series A Cumulative Preferred Shares (Liquidation Preference $25.00 per share),,United States,,104,,
ECHO,Echo Global Logistics Inc. Common Stock,846404329,United States,2009,309924,Transportation,Oil Refining/Marketing
ECL,Ecolab Inc. Common Stock,61506794510,United States,,1098390,Basic Industries,Package Goods/Cosmetics
ECOL,US Ecology Inc Common Stock,1327075452,United States,,66971,Public Utilities,Environmental Services
ECOLW,US Ecology Inc. Warrant,0,United States,,5,Public Utilities,Environmental Services
ECOM          ,ChannelAdvisor Corporation Common Stock,659389208,United States,2013,332332,Technology,Computer Software: Prepackaged Software
ECOR,electroCore Inc. Common Stock,99377409,United States,2018,286898,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ECPG,Encore Capital Group Inc Common Stock,1277331937,United States,,293363,Finance,Finance Companies
ED,Consolidated Edison Inc. Common Stock,25469137270,United States,,1594859,Public Utilities,Power Generation
EDD,Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Morgan Stanley Emerging Markets Domestic Debt Fund Inc. Common Stock,389943538,United States,2007,433293,,
EDF,Stone Harbor Emerging Markets Income Fund Common Shares of Beneficial Interest,140577584,United States,2010,136781,,
EDI,Stone Harbor Emerging Markets Total Income Fund Common Shares of Beneficial Interests,89397330,United States,2012,16667,,
EDIT,Editas Medicine Inc. Common Stock,2728193036,United States,2016,1447220,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EDSA,Edesa Biotech Inc. Common Shares,69186821,United States,,247629,Health Care,Major Pharmaceuticals
EDUC,Educational Development Corporation Common Stock,144805854,United States,,17061,Consumer Durables,Consumer Specialties
EEA,The European Equity Fund Inc. Common Stock,76361228,United States,,100,,
EEFT,Euronet Worldwide Inc. Common Stock,7227668116,United States,1997,511517,Finance,Investment Bankers/Brokers/Service
EEIQ,Elite Education Group International Ltd. Common Stock,0,United States,2021,1989666,Consumer Services,Other Consumer Services
EEX,Emerald Holding Inc. Common Stock,398776497,United States,2017,180507,Miscellaneous,Business Services
EFC,Ellington Financial Inc. Common Stock ,708387647,United States,2010,185756,Finance,Real Estate
EFC^A,Ellington Financial Inc. 6.750% Series A Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock,,United States,,15532,,
EFL,Eaton Vance Floating-Rate 2022 Target Term Trust Common Shares of Beneficial Interest,223696666,United States,2017,429230,,
EFOI,Energy Focus Inc. Common Stock,14767739,United States,,35302,Consumer Durables,Building Products
EFR,Eaton Vance Senior Floating-Rate Fund Common Shares of Beneficial Interest,510349135,United States,2003,55551,,
EFSC,Enterprise Financial Services Corporation Common Stock,1562762950,United States,,153833,Finance,Major Banks
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,564469850,United States,2004,181333,,
EFX,Equifax Inc. Common Stock,22437737109,United States,,922883,Finance,Finance: Consumer Services
EGAN,eGain Corporation Common Stock,287879998,United States,1999,226969,Technology,Computer Software: Prepackaged Software
EGBN,Eagle Bancorp Inc. Common Stock,1716301170,United States,,87481,Finance,Major Banks
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,54714811,United States,2005,1544,,
EGHT,8x8 Inc Common Stock,3384745917,United States,,566670,Technology,EDP Services
EGLE,Eagle Bulk Shipping Inc. Common Stock,450304860,United States,,73135,Transportation,Marine Transportation
EGO,Eldorado Gold Corporation Ordinary Shares,1826283618,Canada,,1909660,Basic Industries,Precious Metals
EGOV,NIC Inc Common Stock,2299263639,United States,1999,1373744,Miscellaneous,Business Services
EGP,EastGroup Properties Inc. Common Stock,5735968382,United States,,101467,Consumer Services,Real Estate Investment Trusts
EGRX,Eagle Pharmaceuticals Inc. Common Stock,542701681,United States,2014,120457,Health Care,Major Pharmaceuticals
EGY,VAALCO Energy Inc.  Common Stock,131472069,United States,,265275,Energy,Oil & Gas Production
EHC,Encompass Health Corporation Common Stock,8219200457,United States,,849458,Health Care,Hospital/Nursing Management
EHI,Western Asset Global High Income Fund Inc Common Stock,238548591,United States,2003,55627,,
EHT,Eaton Vance 2021 Target Term Trust Common Shares of Beneficial Interest,211210719,United States,2016,59325,,
EHTH,eHealth Inc. Common Stock,1870258607,United States,2006,646377,Finance,Specialty Insurers
EIG,Employers Holdings Inc Common Stock,1220730393,United States,2007,139917,Finance,Property-Casualty Insurers
EIGR,Eiger BioPharmaceuticals Inc. Common Stock,295281072,United States,2014,132019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
EIM,Eaton Vance Municipal Bond Fund Common Shares of Beneficial Interest $.01 par value,950501561,United States,2002,106839,,
EIX,Edison International Common Stock,22547470007,United States,,1664486,Public Utilities,Electric Utilities: Central
EJFAU,EJF Acquisition Corp. Unit,0,United States,2021,12241,Finance,Business Services
EKSO,Ekso Bionics Holdings Inc. Common Stock,74339410,United States,,108419,Capital Goods,Industrial Machinery/Components
EL,Estee Lauder Companies Inc. (The) Common Stock,1.07E+11,United States,1995,1022228,Consumer Non-Durables,Package Goods/Cosmetics
ELA,Envela Corporation Common Stock,130852492,United States,,54583,Consumer Services,Consumer Specialties
ELAN,Elanco Animal Health Incorporated Common Stock,13616632570,United States,2018,4004491,Health Care,Major Pharmaceuticals
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,0,United States,2020,9794,Health Care,Major Pharmaceuticals
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,0,United States,2016,12882,Public Utilities,Electric Utilities: Central
ELDN,Eledon Pharmaceuticals Inc. Common Stock,140920148,United States,2014,98422,Health Care,Major Pharmaceuticals
ELF,e.l.f. Beauty Inc. Common Stock,1385556559,United States,2016,360700,Consumer Non-Durables,Package Goods/Cosmetics
ELMD,Electromed Inc. Common Stock,98094111,United States,2011,83979,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ELOX,Eloxx Pharmaceuticals Inc. Common Stock,121448898,United States,,51293,Health Care,Biotechnology: Commercial Physical & Biological Resarch
ELS,Equity Lifestyle Properties Inc. Common Stock,11798437166,United States,,1056457,Consumer Services,Real Estate Investment Trusts
ELSE,Electro-Sensors Inc. Common Stock,15619397,United States,,23887,Capital Goods,Industrial Machinery/Components
ELVT,Elevate Credit Inc. Common Stock,106463615,United States,2017,741053,Finance,Finance: Consumer Services
ELY,Callaway Golf Company Common Stock,4949207536,United States,1992,1369625,Consumer Non-Durables,Recreational Products/Toys
ELYS,Elys Game Technology Corp. Common Stock,86325213,Canada,,550580,Technology,Computer Software: Prepackaged Software
EMAN,eMagin Corporation Common Stock,229003769,United States,,653966,Technology,Semiconductors
EMCF,Emclaire Financial Corp Common Stock,77826663,United States,,337,Finance,Major Banks
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,796380217,United States,,153536,,
EME,EMCOR Group Inc. Common Stock,6186542237,United States,,197076,Capital Goods,Engineering & Construction
EMF,Templeton Emerging Markets Fund Common Stock,307725433,United States,1987,40649,,
EMKR,EMCORE Corporation Common Stock,195671770,United States,1997,217874,Technology,Semiconductors
EML,Eastern Company (The) Common Stock,167195972,United States,,24946,Capital Goods,Industrial Machinery/Components
EMN,Eastman Chemical Company Common Stock,15222918228,United States,,801772,Basic Industries,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,249445890,United States,2011,42298,,
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,0,United States,2016,13806,Public Utilities,Electric Utilities: Central
EMPW,Empower Ltd. Class A Ordinary Shares,310937500,United States,2020,189424,Finance,Business Services
EMR,Emerson Electric Company Common Stock,54686704306,United States,,2598480,Energy,Consumer Electronics/Appliances
EMX,EMX Royalty Corporation Common Shares (Canada),247108758,Canada,,138236,Basic Industries,Precious Metals
ENB,Enbridge Inc Common Stock,74216007052,Canada,,3623791,Energy,Natural Gas Distribution
